school_id,scope,status,description
samuelburland,local,requested,Air Make Up unit
samuelburland,local,requested,Windows replacement
samuelburland,local,requested,Acoustic material removal
samuelburland,local,requested,Staff room renovation
samuelburland,local,requested,Ceiling tiles replacement
samuelburland,local,requested,Partitions replacements
samuelburland,local,requested,Boot racks installation
samuelburland,local,requested,Privacy door in shower area
samuelburland,local,requested,School rekeying
samuelburland,local,requested,Exterior wall repair
samuelburland,local,requested,Parking lot expansion
samuelburland,local,requested,Flooring replacement
samuelburland,local,completed,Ceiling track installation
samuelburland,local,completed,Flooring replacement
samuelburland,local,completed,Sidewalk repair
samuelburland,local,completed,Hallway cabinets
samuelburland,local,completed,Add doorway to classroom 18 from the main hallway
samuelburland,local,completed,Install cabinets along south wall
shamrock,provincial,requested,New Elementary School: Precinct J neighbourhood
shamrock,provincial,requested,New Elementary School: Precinct K neighbourhood
shamrock,provincial,requested,New High School: Precinct K neighbourhood
shamrock,provincial,requested,Air MUA replacement (2)
shamrock,provincial,requested,Universal washroom
shamrock,provincial,inProgress,Building envelope replacement and new windows
shamrock,provincial,completed,Roof replacement (Partial)
shamrock,local,requested,Gender-neutral washrooms
shamrock,local,requested,DDC system
shamrock,local,requested,Parking reconfiguration and parent drop-off zone
shamrock,local,requested,School office renovation
shamrock,local,requested,Accordion wall removal and permanent wall construction
shamrock,local,requested,Millwork and ceiling replacement
shamrock,local,requested,Gym office spaces renovation
shamrock,local,requested,Lockers replacement
shamrock,local,requested,Hallways painting
shamrock,local,completed,"Removal of counters, sinks, cupboards (old science lab)"
shamrock,local,completed,New foods and nutrition lab construction
shamrock,local,completed,Universal washroom update
shamrock,local,completed,"Ceiling track installation, Door & frame replacement"
shamrock,local,completed,Plumbing improvements
shamrock,local,completed,Lockers (75)
shamrock,local,completed,Remove Berm
shamrock,local,completed,Install Bottle Filling Station
stgeorge,provincial,requested,New High School: Precinct K neighbourhood
stgeorge,provincial,requested,Elevator
stgeorge,provincial,requested,Universal washroom
stgeorge,provincial,completed,Roof replacement (Partial)
stgeorge,local,requested,Play structure
stgeorge,local,requested,Staff parking lot expansion
stgeorge,local,requested,Windows replacement
stgeorge,local,requested,Kindergarten Room renovation
stgeorge,local,requested,Flooring replacement in classrooms
stgeorge,local,requested,Air conditioning
stgeorge,local,requested,Student drop-off and pick-up zone
stgeorge,local,requested,School office renovation
stgeorge,local,requested,Staff room renovation
stgeorge,local,requested,Install glass blocks in washrooms
stgeorge,local,requested,Upgrade lighting and replace door and frame at the Entryway
stgeorge,local,completed,Floor refinishing
stgeorge,local,completed,General renovations
stgeorge,local,completed,Cabinet installation
stgeorge,local,completed,Installed Portable Air Conditioning units
stgeorge,local,completed,Installed glass blocks in the Stairwell
victorhlwyatt,provincial,requested,New High School: Precinct K neighbourhood
victorhlwyatt,provincial,requested,Roof replacement (Partial)
victorhlwyatt,local,requested,Staff room renovation
victorhlwyatt,local,requested,School office renovation
victorhlwyatt,local,requested,Basketball court renewal
victorhlwyatt,local,requested,Gym bleachers replacement
victorhlwyatt,local,requested,Air conditioning
victorhlwyatt,local,requested,Parking lot paving
victorhlwyatt,local,requested,Wood shop renovation
victorhlwyatt,local,requested,Metals shop renovation
victorhlwyatt,local,requested,Graphic arts renovation
victorhlwyatt,local,requested,Countertop replacement in student services office
victorhlwyatt,local,requested,Locker replacement
victorhlwyatt,local,requested,Add school bus loop
victorhlwyatt,local,requested,Refresh Sensory space
victorhlwyatt,local,requested,Replace  second floor hallway flooring
victorhlwyatt,local,requested,Staff Washroom Renovation
victorhlwyatt,local,requested,REplace French doors with permanent wall
victorhlwyatt,local,requested,Reconfigure Student Services Office
victorhlwyatt,local,completed,Flooring tile installation
victorhlwyatt,local,completed,Repaint floors
victorhlwyatt,local,completed,Door & frame replacement
victorhlwyatt,local,completed,Replaced flooring in Kindegarten
victormager,provincial,requested,New High School: Precinct K neighbourhood
victormager,provincial,requested,Universal washroom
victormager,provincial,requested,Roof replacement (Partial)
victormager,local,requested,Air conditioning in south wing and Gym
victormager,local,requested,Gym bleachers
victormager,local,requested,Electronic board and school sign replacement
victormager,local,requested,Lockers
victormager,local,requested,Parking lot paving
victormager,local,requested,School bus loop
victormager,local,requested,Ceiling and lights
victormager,local,requested,Universal washroom
victormager,local,requested,Millwork replacement in family centre
victormager,local,requested,Classrooms renovation
victormager,local,completed,Cabinet removal
victormager,local,completed,Lockers for staff
victormager,local,completed,General repairs (front entrance)
victormager,local,completed,Room reconfiguration for washer & dryer
victormager,local,completed,Toilet & sink installation
victormager,local,completed,install Signboard hinge system
victormager,local,completed,Installed Portable Air Conditioning units
victormager,local,completed,Install ramp
victormager,local,completed,Repair entrance sign and soffit framing
windsor,provincial,requested,New High School: Precinct K neighbourhood
windsor,provincial,requested,New building envelope
windsor,provincial,requested,New windows
windsor,provincial,requested,Structural reinforcement
windsor,provincial,requested,Roof replacement (Partial)
windsor,provincial,completed,Boiler replacement
windsor,provincial,completed,Direct Digital Control for HVAC system installation
windsor,local,requested,Sidelights in classrooms
windsor,local,requested,Front entrance ramp
windsor,local,requested,Universal washroom
windsor,local,requested,Classroom reconfiguration into movement room
windsor,local,requested,Sink
windsor,local,requested,Washrooms renovation
windsor,local,requested,Staff washroom renovation
windsor,local,requested,Window in main office
windsor,local,completed,Parking lot paving
windsor,local,completed,General renovations
windsor,local,completed,Door replacement
windsor,local,completed,Replaced Hallway Entrance Flooring
windsorpark,provincial,requested,Washrooms (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Fitness room (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Band/guitar rooms (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Classrooms (4) (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Entrance (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Office (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Cafeteria (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Roof replacement (Partial) (for 1015 Cottonwood Rd.)
windsorpark,provincial,requested,Additional Air Make Up unit to gym (for 1015 Cottonwood Rd.)
windsorpark,local,requested,Gym floor refinishing
windsorpark,local,requested,Foods and nutrition labs renovation
windsorpark,local,requested,School rekeying
windsorpark,local,requested,Windows replacement
windsorpark,local,requested,Replace soffit and fascia around Gym
windsorpark,local,requested,Repair Main Entrance concrete
windsorpark,local,inProgress,Science classroom
windsorpark,local,completed,Lighting Retrofit
